Text,Sentiment
yes dear v,neutral
test gauge audience reaction,neutral
made huge revelation dish everyone left totally forgot hate happens,negative
happy mother day mommy,positive
nice day httpblipfm5z6y6,positive
lol im going see maybe today,neutral
think disorder stay al night 4 reason n sleep al day suuuks,negative
good morning sunshine imm gonna start day wth movie,positive
ugh usual babysitter graduation wednesday got meeting request bos graduation,negative
cute dont think make makerfaire sadly,neutral
ritz thnx sweetie r u evening xo,positive
eyedea love lastfm find lot easier content spotify add httplastfmuseran0key like,positive
im nauseous need yogurt something,negative
game 6who want itu already know league want,neutral
headed back pulaski,neutral
hm maybe louise rennison break tradition october instead always order uk version anyway,neutral
mac hard drive crashed brought powermac couldnt recover file back,negative
anytime,neutral
whaaat still next week,neutral
wow someone proud,positive
well thats last fabs gone,neutral
im cobra mexican bird flu hub bar hate play 80 mix oh freeze frame,negative
lovely weather wanna go,positive
changing online nickname mtaby hopefully uniqname wellhope change go well domain available,neutral
still doesnt love wont ask,negative
cleaning house friday night,neutral
say diana wanna burn pic dvd cd httpplurkcompsvs4c,negative
haha sound like going heap fun,positive
uhh wish someone would include follow friday would great get follower,positive
happy anoop day monica,positive
alright playing card rain wasnt smartest idea might sick fun,neutral
yes,neutral
omg mcdonalds combo wendys sundae puke material,negative
lol event management prerequisite,neutral
gdgd well better go get ready work haha fun tonight x x,positive
happy mother day mom especially wonderfuly mommy,positive
yeah silly mistake end long day etc etc brand new plier,negative
apparently crappy typing skillslol sorry,negative
want buy really red lipstick wont wear often,neutral
tired going take nap finger hurt 143,negative
creeped ice cream social good time lars real girl sad movie,positive
hmm seems gun need follower,neutral
im sorry sister think get see man bit make happy guy call tonigh,neutral
lol staying craig got footy molly missing good weather buggy either,negative
feeling like want cry dont get empty feeling stomach throat start hurt,negative
broke favorite necklace superglue,negative
weve 16ã¯â¿â½c todaycold wind want 2b like 25ã¯â¿â½ 30ã¯â¿â½ love hot weather reaped 1st strawberry yday,neutral
finishing giraffe getting sleep super excited tomorrow,positive
loving lego indiana jones gameresearching aracheologists dream,positive
got stranger lol,neutral
hallooo bayernhallooo stau,neutral
oh wow thanks info,positive
saw today beautiful looked good glad see wonderful turnout,positive
happy bank holiday monday twitter bath time spring clean movie marathon lazy day,positive
repeatedly rub thumb softly lovingly upon new sarah rayne novel sigh paperbackim potrait profound bliss,positive
leave citeh jersey,neutral
studying examsboring,negative
sleeping rest day busy however got spend last favorite babysittee kid great,positive
httptwitpiccom4jg09 haha look little like u charlie lol,positive
say hi dan katherine zachy,neutral
really fancy baked egg spinach,positive
hopped bed put swwwaaaaggg oooonnnn got back bed raining,neutral
little get impression twittercopytopify,neutral
reznor trent dont get mad keep thinking youre pretending engaged reason,negative
headache going away,negative
love camp fire wish kid would try bit harder sing along,neutral
site blog worst zoningconcept year heavenfr tell meh fake,negative
fog horn doom great way start morning living next harbour really great,positive
missrachel much,neutral
boarding us enterprise warp speed ahead fb,neutral
yip would sign youve dodgy site jo eish boet aint cool,negative
anyone want buy anthropomorphic planter called domsai matteo cibic httptinyurlcomm6sru3 available till 31st,neutral
warning tweeting ridding bike dangero waaaaaaa crash,negative
great weekend good mood doesnt even mind work morning,positive
today fun 333,positive
hehe funny midget thing cheer alex wave germany right spain,positive
sonny mystery man im thoughh,neutral
loving fact jor talk tell want amazing,positive
miss vermont,negative
love song,positive
tried dm following,negative
aim getting ready go bed running 5k tommorow mother day wish luck,positive
httptinyurlcomc4z6gn wow wow hope get sort gut near future,positive
listen sample make sure im thinking stuff loud odd zorny stuff recall mr bungle,negative
awww hate one,negative
hahai wont well il try notlol night chickxxxxx,positive
apparently im getting drive school morning anymore well dad left school morning watching twilight,neutral
last one month due summer strawberry availble chennai market,negative
sister ripped heart outta myy fukkn chest im super hurt right shes ever needed life,negative
angrrry fb account got deleted wtf poem ever written,negative
good morning baby yes slept like rock refreshed ready anything hug doesnt let go miss u,neutral
sittting seat watching tyra show,neutral
accidentally listened rick ross,negative
live long prosper fb,positive
oh noesss senior last day however tickling till floor giggling made totally worth plus senior sandwhich,positive
refirmware heh coincidence didnt anything maybe sw guy heard,neutral
used ozzy osbourne pillow mom threw miss thing,negative
awwww poor biggiehe puked car even though air conditioning full blasti think heat ok,neutral
ugh back killing,negative
oh left smiley face knew kidding,neutral
suspect taxman fault,negative
westend enjoying sun,positive
aww nice,positive
found mad men season 3 delayed august,neutral
still unfortunately,negative
man still havent seen movietoo bad im work,negative
3 ryan baby iloveyopu 3 10 day kayleigh baby lymz cntt waiit,positive
happy mother day im hungry resturants closed,neutral
got hospital jimmy really badplease please send good thought im really worried,negative
tired beyond reason would rather anything else tired,negative
ive thought several time got good friend,positive
,neutral
brought sf fog la,neutral
im pondering lunch shanes think already hear people whining,negative
definitely usually found critic know virtually nothing constitutes good movie rarely wrong,negative
cat missing 2 day freaking,negative
watching snl,neutral
twitter useful reminds people forgot ask given day also excellent inspiration,negative
sorry sadness nitenite love,positive
also wasting time til cab get spamspamspam also keiths motorbike nicked well,negative
ummm idk courtneys date hooking u,neutral
dont know send anna let think bit find way,neutral
thanks found link httpbitlyuxofo however think need customer download,positive
absolutely craving brownie ice cream right fedex,neutral
getting ready dayyyyyyyyyyyy hope work go good,positive
stuck office red hot,negative
got two third new moon three day eclipsethen work assignment sadly dnt write self,negative
blame got good p better good condition 2 33 night,neutral
palin got new haircut,neutral
scream surprise first customer said haha via lmao,positive
chillin roomy cant wait zombie clwn cr gonna 68 week,neutral
aw ipod thin gray line across screen didnt drop take good care long dy,negative
wanna go see edinburgh wont happen though haha yir lucky funnnn,positive
brought back memory mentioning mixerof pushed angel deskwith full glass beernot faultdesk fd,neutral
nanaimo 2day missing son already havent even left yet,negative
dont like g1 change feel like google send email tell thing theyre gunna phone,negative
whohoo erin got accepted ottawa u nursing school algonquin pembroke campus may get girl back,positive
hey hey hey lol,neutral
silly shoot shopper though taser probably humane penalty 12 item 5 item line,negative
ever think httptwitpiccom4wg12,neutral
new project going incredibly well im tired today think get monday permanently,positive
sprinkling outside hope doesnt rain game,positive
,neutral
sigh last day work sadifying heartparts,negative
happy mother day mother thank awesome mother,positive
everything good except neck shot steves back head shot,neutral
dont remember text twitter get list command halp,neutral
feel hungry cook pleaseyour food energy work,neutral
httpbitlysjdlp great song cobra starship feat leighton meester,positive
yep im facebook person httpbitlydufaz,neutral
thanks r sorry lotr spam,negative
yaaaay mish following gab,neutral
morning peep need get know ill around httpblipfm5jtyh,neutral
march 22nd uktoday quiet regarding mother day sweet u wish thoughthanks,positive
u give ur mother anything special ill make cake make sure mine get stressfree day p cheesy work,positive
many thanks,positive
prettty goooooooood going daaaaaancing mo havnt studied much math,neutral
people ask lot plus thought id contribute sykes trending topic,neutral
downfall relaxing later mad manual labor nowjust finish cleaning fridgeand fold clotheshouse work blue,negative
enjoy know,positive
dentist hole tooth,negative
im afraid much realized true difficulty design may cry soon idmfinal,negative
cant fall asleep,neutral
official liberty grand new fave reception venue blog shot tuesday,neutral
im america im going anymore phoned earlier,neutral
time like miss manila im feeling lately,negative
beginning cater 2 u always get,neutral
yup get better s4,positive
meee penguin wallpaper backround phone computer ps3 ipod touch twitter,neutral
im ditchin im barfin sorry guy esotsm,negative
didnt come school 2day,neutral
oic need get upgrade space want use thenthanks prob use photoshop dreamweaver,positive
test today killer didnt even manage finish time,positive
hungover,negative
dont know find miss matched sock winter mean go,neutral
girl confusing,neutral
suffering benadryl hangover morning killer headache ugh,negative
birthday tomorrow everything worked fine wthat end convinced 2 invite ppl didnt know,neutral
dont know wear,neutral
speaking fish company fish died rip julio,negative
check video scriptgirl report 050809 httpbitlyhclxp officially survive weekend,neutral
thanks,positive
bexi totally completely agree,neutral
june 6th sat,neutral
watching eat hotdoggross he drunk annoying trying really hard glre,negative
put dog sleep love abby rip3,neutral
think thought sneezed,negative
awake 19 hour,neutral
haha gonna awhile til come sweden think,neutral
yeah dropped bike yesterdayleg got caught enginebikes got mark mind im trying avoid stair lol,neutral
vcenter screwing today specifically mssql server connects,negative
hmmok well hope feel better soon babe ima go bed long day tomorrow,positive
poor pooch,negative
getting ready schoolhope today happy awesome day,positive
setting business hour 8am 6pm rush job still considered norm,neutral
makin,neutral
love hair blowin wind,positive
reached cellgroup leader house surprised im dry haha httptweetsg,negative
awww kanye west shame doesnt get joke,negative
right,positive
stunningly beautiful new piece dont usually go together wish could go,neutral
haha ya friend totally kick party occasion,positive
need hug dnt feel good,positive
finished exam ok guess,neutral
anyone know good rap song need make rapfun cd idea helllllpppp,positive
thank happy mother day mother also snl tonight,positive
eh u dont like retro tisk tisk u upto apart waxing ur mustache lol,neutral
awhhh nice see,positive
yes coworkers dont go bar,neutral
got totally lost pay taxi get back supposed yeah something like lol,negative
saw fleetwood mac im insanely jealous dont enough money buy ticket think ill never see,negative
child promised birthday brekkie bed there problem there bugger food house,negative
late last night oracle 8 430,neutral
glad liked quote integrity one productive moment,positive
im going turn tribbles dont need tracking device hhrs,neutral
bought beer today,neutral
ahhhhh none friend want see dont wanna chill tonight,negative
say hi nikki pleaseeeeeelol soulja boy tell em live live httpustream2uhs,neutral
woke remembered there school life good xxxxxx,positive
dude got n table readyyy fo u,neutral
mom actually,neutral
try az brooke omg cant even outside le minute getting neck burned,negative
im feeling pretty energized ready face day wonly 3 hour sleep hope last day,positive
snoop uncle coolest dancer ever httptwitpiccom4wfqn,positive
httptwitpiccom4w6lf bbq time,neutral
ok ahhh last chance go school chemistry exam,neutral
please wear glass next video look amazing,positive
cant wait till sunday new episode supernatural 6 episode left,neutral
aww anyone see hollie steel bgt tonight wharra shame,negative
realised got home left mine fridge youre welcome like,positive
im hungry thirsty afraid go downstairs,negative
ohhh didnt log pity great,negative
little romantic date suzy uptown,neutral
forgive good lord time knew wat except mighty oracle didnt ing care fully support unixodbc,negative
oops got taken,negative
also tired,negative
went wingstop without,neutral
goodmorning world,positive
happy monday everyone loving new arrangement family room,positive
way griffin staple removed head fun,positive
like sound tweet,neutral
paris 2moro packill wake 8 yes dance lesson 9,neutral
automated downloader would know like youporn new recommendation feature,neutral
pulled interesting meeting urgent support request,positive
wx see color sky look philly yellowishorangeishbrownish look scary lol,negative
know twitter depressing tonight,negative
,neutral
oh think didnt well photo editing db sorry,negative
like almost sholders,neutral
nope really sweatshirt oh really really awesome doughnut haha,positive
aaron playing gig life aquatic party outside austin think well mi tt bday party sadly,negative
headache wanna see julie,negative
birthday today wish good one asshole sleepytime,negative
hittin ole dusty trail w miss morgan,neutral
actually time get train would arrived,neutral
aubrey pearl,neutral
oops dont open 9am,negative
never arrived wait monday,negative
home dont know im tmrw besides whole mommy day thing feeling awesome night guy,positive
justin funny snl ciara finna perform,positive
coffee lifeline thing good,positive
nursing sore back today,negative
always forget,negative
working freakin computer trying save stuff harddrive seems failed miserably,negative
still awake cant fall asleep im one bit sleepy,negative
aaaau thanks gi really really love uthanks really great friendand forgiveme leave sometime,positive
morning happy juddday,positive
miss smile,negative
apparently distant relative died east africa leaving heir send 5k 250k,neutral
suffering hemorrhoid,negative
happy mother day liked poem,positive
golden girl marathon end lofnotc,neutral
happy mother day,positive
wow christa thats incredibly sweeeet want one 2 get sec check app merch asst rule lol,positive
thats depressing,negative
going relaxing hot bath goodnight twit dont worry andy love twitter hehe,positive
rest important like everything else dont,positive
umm school subway w mom nothing plan ruined,negative
steve chai sound awesome wish one im stuck idontknowwhatdamnbrandcoffeethisis,positive
involves posting thought reading others mrbean got new number btw txts back,neutral
wanted see saw pg 13 totally bummed,negative
get going lol least didnt get hope,negative
photo session motherdaughters bonding session happy,positive
awesome weekend awesome turn rummage sale friday saturday,positive
nope playing one think im going wait next iphone,neutral
pheasant dream kaotic one,negative
car almost definately going written garage rang said work cost 3k insurance co,neutral
domina sun girl think fit better,positive
really tired jake always give work,negative
wouldnt happened ravit hadnt asked met thru twitter friend ct love social medium way,positive
time seek coffee caffein love affair mmmmm sweet hypergoodness,positive
handed evaluation form marketing 1 tutee today one filled aloof condescending rest love though,positive
thought splitting estate depressing course kidding dont like thought parent dying,neutral
faa thaa night movie night,neutral
condolence,positive
im excited thing jay room arrive,positive
assembling figuring new alarm daddy gave sooo loud think blew ear drum,neutral
great great cookoutofthecentury wife tummy hurt great,negative
lol bad he taken,negative
yeahh uhhh sure im feeling new jonas song yet,neutral
thats im getting new phone since phone dont work,neutral
ahhh jealous nice time ill see get back x,neutral
yer hope competition doesnt end post video lol really good singer entered,positive
actually got bit tan today haha sadly working weekend wont get chance enjoy glorious sunray boo,neutral
lossing power house alone fucckinggg cool party cakss,negative
oh love family,positive
sat around corner,neutral
gonna watch bgt bad time,negative
show lunch eating solo noodle,negative
able see clipsepisodes c4 website america languish reading news story,negative
sad face projectm keep crashing itunes,negative
cant wait 2 day till happiness,positive
enjoying new car,positive
hey song would like listen,positive
lunch fun nothing eat,negative
interviewed u book gonna say something wait something say,neutral
love john mayer update modeling hot sun sweaty jk seriously,positive
ipod touch worth money im thinking buying one ipod dead since morning,neutral
happy almost mother day,positive
little irked moment,negative
awww poor little girl bgt,negative
supposed even hotter today yesterday wearing short work,neutral
crazy night lost key walked home missed papis call swizzy im sad,negative
av ad realy gd day wiv ciara connolly park gate west kirby new brighton fukin funny bt sunburnt luks like driver arm,positive
celebrated spilling half soup hello 40 calorie lunch weekend please,neutral
httptwitpiccom4j585 guess need get iphone sure look bad,negative
didnt krystal spent night last nighti dnt think posted ya laughed lot squirrel house new inside joke,positive
want wish happy mother day two favorite mom world mom course sister happy mom day two,positive
shocked put thing whole new empowering light,negative
youre supposed,neutral
gooooodnight fully gave english pride prejudice love movie hate book,neutral
awesome everyone go see stupid theatre didnt show pixar short film,neutral
egg white 7 grain toast yup,neutral
time turn phone get full night sleep,neutral
truly praise god momthe greatest mother world happy mother day mother reading enjoy day,positive
im glad dont go,positive
fred6 awww guess thats good bad moving option guess mhm hehe time,neutral
enjoying pathetic tiny music collection rearranging room still little tired shortening grass one frog,neutral
love daddy dad appreciated daughter day mine,positive
im people pleaser,neutral
good eatin hey follow son he,positive
im hearing lot good thing new trek movie ill see dad fellow treky would like see,positive
lol dont know dont need plant ill give hug instead hug,positive
wish couldbut im work shes,positive
polly scattergood new single today download please dont touch ep itunes ace httptrimkpk8,positive
jonas demi miss niiick soul asasgdygyasdgy,negative
tell pete look sexy beard,positive
yay new computer fiddle,neutral
double cheeseburger fry golden archesi sicker dog tomorrow,negative
hahha dont drug though,neutral
happy mother day mom,positive
manchester wayyyyy busy warm today also,negative
think girlfriend need douchebag right im mood feel neglected,negative
baby man 4 year old week today he growing fast,neutral
oh said perez,neutral
window 7 user tip make default install take 15gb knew would big srsly,neutral
know think im like dieing,negative
need remember data customer entered previous page use back button many dont,neutral
back sql final tomorrownew video today,neutral
beautifulalbeit windy time night,positive
justin timberlake easily become reiki master httptinyurlcomreiki88,neutral
going cant anymore,negative
im bed sick atmbeen sick since yesterday hru hun,negative
cant concentrate heat cooler job,negative
make one something charger,neutral
workout stunkno headphone,neutral
ur funny gnight,positive
anyone know move google chrome password firefox,neutral
lunch w jason deli stepped dog poo,neutral
probablywhy,neutral
grove drag hell hope doesnt suck,positive
nice dinner hubby way home 45 min drive city sigh,positive
poor lived germany favourite cheap saturday one 20min away,positive
year ago brother saw bruce walking sidewalk sanibel used live pine great place,positive
work 1030lammmeeee,negative
thats golf buggy lol australia zoo buggy staff use get around give certain patron life,neutral
1110pm saturday know mean bedtime,neutral
figure quoted wildly optimistic stuff science fiction bit disapointed ciber sabip,negative
seeing korean buisnesses failing,negative
im glad youve fun babe,positive
thank u guy much helping follower thing im probably gonna win cause dont 100 follower yet,positive
got reconnect dear friend tonight lucky many great people life blessed,positive
talking vincent miss baadly,negative
getting kid ready school deciding workout du jour,neutral
worried sam want know okay,negative
day im sick little tierda bit much drink fun,neutral
ok happy hear feeling fine,positive
harris way two ten hour realale take,neutral
ugh hangover sign im getting old,negative
btw offend yeah rockstars pretty ok,positive
hey cool httpoproercomtwwwitter,neutral
hit hay came goodnight world inhabit,positive
happy nurse week first one rn,positive
still hating whole twitter reply thing feel like im missing bit fixreplies,negative
american trade journalist ask pr almost 100 time uk journalist ermnot much come,neutral
know running though soph get massive one,positive
5409 think ill tonight,neutral
sick constant bad dream grr,negative
need people shoot work new post processing technique need show pp people want,neutral
nice got indexed want unload need,positive
stupid msn wont let onnnn,negative
haha great slept horribly last night,neutral
mom get paid,neutral
hydro drive abandoned three mile,neutral
weekend dont think ill making michigan wonder year,neutral
birthday today running mile tomorrow ughh choir concert,neutral
directing theatre play,neutral
http7917044101bumaro temporary address working either m8 must done something domain,neutral
went see priscilla ahn last night amazin band actually,positive
hear piss haha,negative
flew home london ni catch family caption show everyone went bed early left,neutral
big si moved 2day gna b weird without x,negative
specifically like httpi36tinypiccommwz6uojpg also adore outfit httptinyurlcomq63obq yum,neutral
lovely,positive
hall gutted wasnt lmao think im obsessed bahaha,positive
working cant wait till 430 funeral monday,negative
djing prom id freethere prob gonna dj who stuck 80 boooooo,neutral
reeheally hoping rain stop time get metro courthouse didnt bring umbrella today,positive
ru,neutral
thought mention dont need enable growl tweetie make plugin work avoid duped notification,neutral
getting nerve cant change pic,negative
1140 dont wanna wake shoo roommate shoo,neutral
im good,positive
saw fox getting freeway hope go home,positive
got,neutral
thats sin,negative
yes thinking staying office slightly le ridiculously hot,negative
finally going bed woohoo gotta work 5am lot love,positive
kookie girlrain song forrealll,neutral
interview tuesday thing turning around think yay dont worry japsicans rare breed,positive
checked bank acct morningot lil sadthen decided would imagine 0 end make smile whateverworks,neutral
back lovely land north,positive
pleasure sorry hear pollen thing,neutral
im really sleepy want go bedbut upstairs mess know im gonna clean nooooo,negative
hate stinkin tired everyday hard get upi thought supposed start getting energy back,negative
finally seventeen,neutral
gonna suck sober one tonight,negative
got 71 thats im following feel special,positive
thats fox isnt never watched,neutral
actually im really missing fabian pretty sad since talked like 2 hour ago gosh time fly miss someone,negative
got dailybooth sure confusing,negative
oh man seen bgt news cool loved greg dancing weepy kid obnoxious imo,positive
yehey summer exciteeeddd balme aaaaaalcohol,positive
nobody ever make sad,neutral
kwl nm msn nd homework went 2 c hanna montana hte movie yesterday happy mayday btw,positive
hope amy okai,positive
hey dasit thanks message,positive
evening,neutral
jamie ya honey happend account,neutral
hope im coming piggy flu eye red neck longer hold heavy head time sleep sogni doro,negative
baby left gonna get ready im leavin chili full,neutral
httptwitpiccom67jq9 im really missing place grandparent living calm country im coming,negative
inlove aww miss,positive
full time tonight game ashington 0 5 whitley bay,neutral
greek season two love show,positive
ahh im getting really tired ej isnt yet im might go sleep without talking,negative
bigfanfriday 2day go friggin loose 1 life suck,negative
ughhh studying final wish could go prom,positive
watching justin timberlake snl,neutral
mother day drama awesome,positive
thats rub ur seeing morrissey il go cry corner x,negative
placed 2 bet sure thing lost betting,negative
cute guy addfollow ill,neutral
yay nice weather boo cici weekend,negative
oh bad hope get better ive sleep issue lately,neutral
anytime thats im giggle,positive
want smoke cig doesnt lighter,neutral
someone broke car big time really bad day,negative
want go universal,neutral
thanks want continue improve process benefit customer thing like take time,neutral
dont seem photo grandma together tomorrow heart breaking,negative
said nite x,neutral
im laid back person part vinny opposite guess compliment work r u,neutral
oh storming gotta get computer,negative
plan may change nooooooo,negative
daaaaawhh youre cute,positive
snitchsneeker photo cool dang whats comment chest hair thats creepy,neutral
starting daya long friday,negative
love summer dont forget people tomorrow mother day,positive
amadeus best mozart movie got kicked high school chorus missed trip hawaii,neutral
thank reading ohlala,positive
lolll cba get sun stuff forgot back leg wouldnt gwt tanned lol hurt sooo bad right,negative
goodnight,neutral
cant take feeling away me3 going lay watch movie,positive
nice time little sisterbaby grown,positive
welcome network buddy,positive
go bed mister u need beauty sleep,neutral
gutted hollyoaks,negative
hey,neutral
done finally yay relax well one day haha,positive
happy mother day mom,positive
get old,neutral
morning smiling smugly oneself anyone join,positive
gee im totally hatin like real mean like duh ive studied enough need refreshing tonite hard,negative
thts kinda young 4 boo,neutral
stressfree way,positive
back busy xd wirting star love almos 400 page xd listenint afh tv,neutral
would hurt touch get hit wont month wouldnt hurt na,negative
still got one year tmo tho might get new bb curve concerned abt apps batt life important,neutral
happy mother day oh love mom hehehe happy mom day,positive
oops forgot shave leg byebye favorite cousin bklyn two night row go hardd,neutral
think may found next apartment one downfall,neutral
wanna go dbsk oppas mirotic concert thailand really wanna go muchhhhh burst tear,neutral
omg cant eat everything eat hurt stomach come right,negative
good old friend ur new job another good day work paycheck day even better,positive
gurlcece,neutral
shouldnt sit weirdly pc know im going hit deck get,negative
want go sleep sound rain,neutral
im writing fanfic,neutral
flirting ima good man bad habit,neutral
disliking rumor cyndi made look like didnt like,negative
im sure amazing wish could youre incredible phenomenal amazingly talented singer,positive
bah sun new hammock drinking beer playing guitar singing mosquito chased inside,negative
really need go start revisionbiology chemistry today think,neutral
disappointing,negative
best day ever birthday,positive
cause missed lot class,negative
fun time allegra tonite saw 17again good movie,positive
boingo connected without fuss time slowern snail piss mdw food count concourse b,neutral
saaaaafe mee8 epic time last night old friend new friendship good way kick month,positive
monday school gosshhh ive waiting,positive
started working lecture much earlier using tag cloud google news explain basic content analysis,neutral
know lame,negative
hansen darn realised pull one would far better response name suggestion,positive
hmm late well early ha,neutral
definitely grass cutting cole committed stacking wood neighbor well past 2 day set back far,negative
found two moldy squishy reason non cracker based food arent allowed play room mom away,neutral
breakim tired,negative
cant believe tired right dont know go tonight exhaaaausted,negative
lost cost total plus nutella like peanut butter mixed chocolatey goodness yumm,neutral
ive always ppl person hid behind bad self confidence 2 long u anything,neutral
ooh really well know youre always welcome,positive
saw game huge cavs fan lol pay ref yaos 4 rest playoff la cruising wcf,neutral
nice assignment night,positive
younger mine problem,positive
thanks coming tonight made happy,positive
amazing time last night mcfly incredible,positive
wearing purple passion opi absolutely love,positive
look like lot fun lady gaga,positive
finally get hand laptop ate biggest burrito de asada ever im gonna get ready partyooo,neutral
got home yay hi guy httpplurkcompsvdpu,neutral
love alexander william gaskarth,positive
happy mother day beautiful,positive
wish going saga,neutral
cried,negative
hill gunna different gl designing etc,positive
contemplating hand lovely car,positive
said effed nose,negative
bugger didnt know shame people stick nose,negative
hate life big time sooo poop gode ould cry,neutral
bout tuh head find sum wher tuh go chill,positive
whew vacuuming good time vacuum,positive
wow might countering benedryl enthusiasm,positive
fun show grabbing bite eat,positive
dishesi miss kitchen team,negative
bye tekzilla revision,neutral
kidding standing room,neutral
missed giving away ttc code,negative
got back embassy missing one paper go mondaygood luck,positive
careful cop dont mistake kid criminal hear indiscrimate shooting going,neutral
hey steve think awesome actor love every movie love office,positive
httptwitpiccom4wegx lol sorry funny,neutral
doesnt sound appetizing,negative
oh thank thank hoping video online,positive
looking forward upcoming weekmy better half gone time truly gonna suck big time,negative
time biggie,neutral
oi love,positive
sooo tired busy tweet im glad weekend yay 4 dayweekend,positive
bone four capital letter aye boy heart justice,neutral
jackson rathbone,neutral
give link kimba diary please,neutral
feelin somewhat ugh dont want exam oh well 5 day baby,negative
happy birthday didnt get anything best wish,positive
new pollster data party identification united state democratic 367 independent 335 republican 264 ouch,negative
check check check,neutral
dont wanna work,negative
ah sorry hear trip canceled,negative
ugh boring friday,negative
strange day forget,negative
still home goodness,positive
2 day without gasthe gas company turned maintenance cant cook,neutral
loved ap tour columbus oh last night im still exhausted goin bed sweet dream gnight,neutral
looking coal harbour cant find,negative
lying new lab pup lap,neutral
know need im fan daily rainhumidity im native ill enjoy dry last,positive
randomly hangup,neutral
cant paint anymore light,neutral
lol thats last winter month ago december im seattle felt like siberia last winter,neutral
chang thay anh online gi ca,neutral
sweety sat table morningjust woke sweet ohbtwi think ill home around 7 pm,positive
sad piggy died,negative
stood outsiden got worst butterfly everrrrr,negative
watching episode friend lunch break,neutral
lunch deakin meeting prof didnt go badly,positive
happy mother day hahaha,positive
practicing smile todayits gunna big,neutral
well im gonna go shower gotta get rdy 4 movie couple hour byeee esther 3 ps miss u katherine,neutral
sad,neutral
respect heineken man bag httptwitpiccom4jdrg,positive
listening teddy picker saw grabbed wasnt seemed,negative
assassin suck cat hope guy feel better,neutral
little louisa number 3 trying get number one,neutral
33 minute left flannel hobbit shoe get wet rain pls go away,negative
jonas brother concert greaattt,positive
think lamb chop would really nice right maybe sushi mmm maybe ice lolly co hot,neutral
fc back dear,neutral
one worst day life,negative
sunburnt,negative
spending weekend nothing domestic said,neutral
sound like kinda day,positive
feel like one gym machine work rather,neutral
sound lovely hope great day,positive
youre welcome,neutral
1988 cool wish could av gone 2 da 1 live couldnt,negative
miss justin timberlakes voice want make new album,negative
wow really pretty talented lady impressed,positive
im stressed anything get better sigh,negative
love fatty take away night yummy coming home facespacing roomy,positive
im doin tweet phone clue reply anyone thank u fiercemichi soon ill check,positive
httpwwwthinkgeekcombooksnonfictionb322 get one maybe next time,neutral
payday yay good bill bill billsim broke already,neutral
lol good morning ran 4 milles hit gym great day,positive
hiya today,neutral
peewee napping couch httpappsfacebookcomdogbookprofileview5608012,neutral
last day senior bye bff,negative
enough studyingwhew time sleep,neutral
yesterday heard song taking base onto plane someone help find dont know anything else,neutral
man sinus r really buggin morning,negative
sad,negative
ok 4 star trek fan given new movie good review getting excited,positive
soooo bummed im missing blockparty havent able get app listen iphone,neutral
oh forgot weighed dr highest weight ever,negative
love proper inet back,positive
wish could seen girl today well besides across crowd haah hope fun,positive
spoke nigga looking ya crazi time u stop plus always used see yall wanted,neutral
reyt fancy valentinos worst time considering cant,negative
hasnt shipped yet wont get least 7 ill call,neutral
good morning nyc werent broke would landed yesterday afternoon,neutral
made myspace twitter name twitter kingdom link httpbitly13pqtw join,neutral
took yearbook photo earlier school dont think turn great,negative
hee hee holiday gutter try get week least welcome lol,positive
still pretty depressed losing hello kitty necklace,negative
thinking cleaning organizing need done weekend,neutral
sorting twitter issuesvery frustrated cant talk someone respond slowly issue capacity challenge,negative
yeah 03 scoreless tonight,negative
bought dress yesterday 12 day til chris home excited gavin first tooth,positive
need code,neutral
,neutral
noticed girl welcome adulthood,neutral
rain oh well still friday,neutral
read lactose stuff eat hard cheese lactose jump joy rainy day yay,positive
socksoo im sorry shannon,negative
watching finding nemo nephew cute,positive
wolverine bit short waiting cat get dressed york day,neutral
working happy job radio anything physically exhausting,positive
thanks twilight know love canon,positive
omg youve never seen ring creppy movie,negative
oh cute uniteddogscom poppy,positive
im gonna cryyy car looked good clean raining always thiswash right rain,neutral
may fourth happy star war day,positive
chroma key coolness cumulus seminar going online couldnt see live feed,neutral
like plane train automobile best luck juan pelota,positive
sweet dream,positive
ready go home 2 hr wrk,neutral
drs beverly hillsdoctors scare,negative
need job pay hospital bill sick lately,negative
happy tweet,negative
apple done impressive thing almost 2 year old macbook except poured coffee keyboard,positive
yay im glad im one sign away soul twitter facebook welcome,positive
hello 30stmfan another one thats cool dont know one fan person via net,neutral
sigh metal friend keep planning stuff sunday afternoon im work feeling like im losing touch,negative
counting minute dad gfriend leaving,neutral
elmo awhh alright,neutral
superstar sunday one superstar know sunday,neutral
know bg look emo lol,neutral
im wishing weekend go sol,positive
nearly finished angel demon awesome book feel lame reading,neutral
ordered new blackberry arrive tues may die without phone withdraws already,negative
like matter much fun im need hug bowl ramen comfy blanket soon get home,positive
dang dropped subway da floor ahh 5sec rule passed already,negative
fine thanks long till christmasim excited,positive
good morning plan day church followed f1 lunch mum dad dm discussion star trek,neutral
chiel welli would love zoo p dont think sunday sometime want,positive
ok shed tear watching preview next week medium im scared im addicted show love,neutral
like im middle coordinating 3point move stuff il old nyc apt stuff new apt,neutral
httptwitpiccom4wh0l im love wit fool college hill,positive
watching kid eating ice cream,neutral
hahaha im broke need money sighh,neutral
haha fail remember sohcahtoa xd,neutral
original truly want become wealthy learn thing ppl say dont time,neutral
oh no tv broken red standby light anything checked plug fuse inside,negative
heck whats going,negative
